Home_team,Season,attendance,Week
New York Jets,2016,78160,13
Oakland Raiders,2016,54759,13
Philadelphia Eagles,2016,55456,13
Tampa Bay Buccaneers,2016,53832,13
San Diego Chargers,2016,53832,13
Seattle Seahawks,2016,69104,13
Tennessee Titans,2016,Bye,13
New England Patriots,2016,66829,13
Washington Redskins,2016,64939,13
Pittsburgh Steelers,2016,65825,13
Minnesota Vikings,2016,66860,13
San Francisco 49ers,2016,59782,13
Buffalo Bills,2016,54759,13
Arizona Cardinals,2016,64939,13
Atlanta Falcons,2016,69879,13
Baltimore Ravens,2016,70916,13
Carolina Panthers,2016,69104,13
Chicago Bears,2016,59782,13
Cincinnati Bengals,2016,55456,13
Dallas Cowboys,2016,66860,13
Cleveland Browns,2016,Bye,13
Detroit Lions,2016,73137,13
Green Bay Packers,2016,77867,13
Houston Texans,2016,77867,13
Indianapolis Colts,2016,78160,13
Jacksonville Jaguars,2016,63075,13
Kansas City Chiefs,2016,69879,13
Los Angeles Rams,2016,66829,13
Denver Broncos,2016,63075,13
Miami Dolphins,2016,70916,13
New Orleans Saints,2016,62140,14
New York Giants,2016,80874,14
New York Jets,2016,70178,14
Oakland Raiders,2016,75191,14
Philadelphia Eagles,2016,69596,14
Tampa Bay Buccaneers,2016,62140,14
San Diego Chargers,2016,73856,14
Seattle Seahawks,2016,78057,14
Tennessee Titans,2016,68780,14
New England Patriots,2016,66829,14
Washington Redskins,2016,69596,14
Pittsburgh Steelers,2016,69657,14
Minnesota Vikings,2016,62701,14
San Francisco 49ers,2016,70178,14
Buffalo Bills,2016,69657,14
Arizona Cardinals,2016,65750,14
Atlanta Falcons,2016,82495,14
Baltimore Ravens,2016,66829,14
Carolina Panthers,2016,73856,14
Chicago Bears,2016,61726,14
Cincinnati Bengals,2016,60028,14
Dallas Cowboys,2016,80874,14
Cleveland Browns,2016,60028,14
Detroit Lions,2016,61726,14
Green Bay Packers,2016,78057,14
Houston Texans,2016,65250,14
Indianapolis Colts,2016,65250,14
Jacksonville Jaguars,2016,62701,14
Kansas City Chiefs,2016,75191,14
Los Angeles Rams,2016,82495,14
Denver Broncos,2016,68780,14
Miami Dolphins,2016,65750,14
New Orleans Saints,2016,65072,15
New York Giants,2016,79434,15
New York Jets,2016,78160,15
Oakland Raiders,2016,68352,15
Philadelphia Eagles,2016,71223,15
Tampa Bay Buccaneers,2016,93101,15
San Diego Chargers,2016,68352,15
Seattle Seahawks,2016,69067,15
Tennessee Titans,2016,68084,15
New England Patriots,2016,76893,15
Washington Redskins,2016,76689,15
Pittsburgh Steelers,2016,62096,15
Minnesota Vikings,2016,66820,15
San Francisco 49ers,2016,70164,15
Buffalo Bills,2016,66529,15
Arizona Cardinals,2016,65072,15
Atlanta Falcons,2016,70164,15
Baltimore Ravens,2016,71223,15
Carolina Panthers,2016,76689,15
Chicago Bears,2016,61137,15
Cincinnati Bengals,2016,62096,15
Dallas Cowboys,2016,93101,15
Cleveland Browns,2016,66529,15
Detroit Lions,2016,79434,15
Green Bay Packers,2016,61137,15
Houston Texans,2016,71803,15
Indianapolis Colts,2016,66820,15
Jacksonville Jaguars,2016,71803,15
Kansas City Chiefs,2016,68084,15
Los Angeles Rams,2016,69067,15
Denver Broncos,2016,76893,15
Miami Dolphins,2016,78160,15
New Orleans Saints,2016,73177,16
New York Giants,2016,69596,16
New York Jets,2016,66829,16
Oakland Raiders,2016,54896,16
Philadelphia Eagles,2016,69596,16
Tampa Bay Buccaneers,2016,73177,16
San Diego Chargers,2016,57272,16
Seattle Seahawks,2016,69050,16
Tennessee Titans,2016,59621,16
New England Patriots,2016,66829,16
Washington Redskins,2016,57953,16
Pittsburgh Steelers,2016,66276,16
Minnesota Vikings,2016,77856,16
San Francisco 49ers,2016,83656,16
Buffalo Bills,2016,64690,16
Arizona Cardinals,2016,69050,16
Atlanta Falcons,2016,73549,16
Baltimore Ravens,2016,66276,16
Carolina Panthers,2016,73549,16
Chicago Bears,2016,57953,16
Cincinnati Bengals,2016,71836,16
Dallas Cowboys,2016,92885,16
Cleveland Browns,2016,57272,16
Detroit Lions,2016,92885,16
Green Bay Packers,2016,77856,16
Houston Texans,2016,71836,16
Indianapolis Colts,2016,54896,16
Jacksonville Jaguars,2016,59621,16
Kansas City Chiefs,2016,76671,16
Los Angeles Rams,2016,83656,16
Denver Broncos,2016,76671,16
Miami Dolphins,2016,64690,16
New Orleans Saints,2016,70835,17
New York Giants,2016,79471,17
New York Jets,2016,78160,17
Oakland Raiders,2016,76836,17
Philadelphia Eagles,2016,69596,17
Tampa Bay Buccaneers,2016,62037,17
San Diego Chargers,2016,54915,17
Seattle Seahawks,2016,70178,17
Tennessee Titans,2016,65205,17
New England Patriots,2016,66163,17
Washington Redskins,2016,79471,17
Pittsburgh Steelers,2016,55921,17
Minnesota Vikings,2016,66808,17
San Francisco 49ers,2016,70178,17
Buffalo Bills,2016,78160,17
Arizona Cardinals,2016,80729,17
Atlanta Falcons,2016,70835,17
Baltimore Ravens,2016,54944,17
Carolina Panthers,2016,62037,17
Chicago Bears,2016,66808,17
Cincinnati Bengals,2016,54944,17
Dallas Cowboys,2016,69596,17
Cleveland Browns,2016,55921,17
Detroit Lions,2016,66345,17
Green Bay Packers,2016,66345,17
Houston Texans,2016,65205,17
Indianapolis Colts,2016,65160,17
Jacksonville Jaguars,2016,65160,17
Kansas City Chiefs,2016,54915,17
Los Angeles Rams,2016,80729,17
Denver Broncos,2016,76836,17
Miami Dolphins,2016,66163,17
New Orleans Saints,2016,77727,2
New York Giants,2016,77727,2
New York Jets,2016,70256,2
Oakland Raiders,2016,54081,2
Philadelphia Eagles,2016,62268,2
Tampa Bay Buccaneers,2016,64230,2
San Diego Chargers,2016,52165,2
Seattle Seahawks,2016,91046,2
Tennessee Titans,2016,58466,2
New England Patriots,2016,66829,2
Washington Redskins,2016,80612,2
Pittsburgh Steelers,2016,65072,2
Minnesota Vikings,2016,66813,2
San Francisco 49ers,2016,74143,2
Buffalo Bills,2016,70256,2
Arizona Cardinals,2016,64230,2
Atlanta Falcons,2016,54081,2
Baltimore Ravens,2016,67431,2
Carolina Panthers,2016,74143,2
Chicago Bears,2016,62268,2
Cincinnati Bengals,2016,65072,2
Dallas Cowboys,2016,80612,2
Cleveland Browns,2016,67431,2
Detroit Lions,2016,58466,2
Green Bay Packers,2016,66813,2
Houston Texans,2016,71890,2
Indianapolis Colts,2016,76379,2
Jacksonville Jaguars,2016,52165,2
Kansas City Chiefs,2016,71890,2
Los Angeles Rams,2016,91046,2
Denver Broncos,2016,76379,2
Miami Dolphins,2016,66829,2
New Orleans Saints,2016,73003,3
New York Giants,2016,78368,3
New York Jets,2016,71587,3
Oakland Raiders,2016,62370,3
Philadelphia Eagles,2016,69596,3
Tampa Bay Buccaneers,2016,55009,3
San Diego Chargers,2016,64747,3
Seattle Seahawks,2016,69010,3
Tennessee Titans,2016,62370,3
New England Patriots,2016,66829,3
Washington Redskins,2016,78368,3
Pittsburgh Steelers,2016,69596,3
Minnesota Vikings,2016,73813,3
San Francisco 49ers,2016,69010,3
Buffalo Bills,2016,68647,3
Arizona Cardinals,2016,68647,3
Atlanta Falcons,2016,73003,3
Baltimore Ravens,2016,60127,3
Carolina Panthers,2016,73813,3
Chicago Bears,2016,90554,3
Cincinnati Bengals,2016,63850,3
Dallas Cowboys,2016,90554,3
Cleveland Browns,2016,65176,3
Detroit Lions,2016,78411,3
Green Bay Packers,2016,78411,3
Houston Texans,2016,66829,3
Indianapolis Colts,2016,64747,3
Jacksonville Jaguars,2016,60127,3
Kansas City Chiefs,2016,71587,3
Los Angeles Rams,2016,55009,3
Denver Broncos,2016,63850,3
Miami Dolphins,2016,65176,3
New Orleans Saints,2016,60641,4
New York Giants,2016,66690,4
New York Jets,2016,78160,4
Oakland Raiders,2016,71152,4
Philadelphia Eagles,2016,Bye,4
Tampa Bay Buccaneers,2016,60375,4
San Diego Chargers,2016,60641,4
Seattle Seahawks,2016,78160,4
Tennessee Titans,2016,71815,4
New England Patriots,2016,66829,4
Washington Redskins,2016,76249,4
Pittsburgh Steelers,2016,61278,4
Minnesota Vikings,2016,66690,4
San Francisco 49ers,2016,70178,4
Buffalo Bills,2016,66829,4
Arizona Cardinals,2016,64622,4
Atlanta Falcons,2016,70508,4
Baltimore Ravens,2016,71152,4
Carolina Panthers,2016,70508,4
Chicago Bears,2016,60841,4
Cincinnati Bengals,2016,60834,4
Dallas Cowboys,2016,70178,4
Cleveland Browns,2016,76249,4
Detroit Lions,2016,60841,4
Green Bay Packers,2016,Bye,4
Houston Texans,2016,71815,4
Indianapolis Colts,2016,83764,4
Jacksonville Jaguars,2016,83764,4
Kansas City Chiefs,2016,61278,4
Los Angeles Rams,2016,64622,4
Denver Broncos,2016,60375,4
Miami Dolphins,2016,60834,4
New Orleans Saints,2016,Bye,5
New York Giants,2016,78401,5
New York Jets,2016,66385,5
Oakland Raiders,2016,54275,5
Philadelphia Eagles,2016,58047,5
Tampa Bay Buccaneers,2016,73425,5
San Diego Chargers,2016,54275,5
Seattle Seahawks,2016,Bye,5
Tennessee Titans,2016,64425,5
New England Patriots,2016,67431,5
Washington Redskins,2016,71318,5
Pittsburgh Steelers,2016,66385,5
Minnesota Vikings,2016,66683,5
San Francisco 49ers,2016,70178,5
Buffalo Bills,2016,83679,5
Arizona Cardinals,2016,70178,5
Atlanta Falcons,2016,76802,5
Baltimore Ravens,2016,71318,5
Carolina Panthers,2016,73425,5
Chicago Bears,2016,66622,5
Cincinnati Bengals,2016,91653,5
Dallas Cowboys,2016,91653,5
Cleveland Browns,2016,67431,5
Detroit Lions,2016,58047,5
Green Bay Packers,2016,78401,5
Houston Texans,2016,66683,5
Indianapolis Colts,2016,66622,5
Jacksonville Jaguars,2016,Bye,5
Kansas City Chiefs,2016,Bye,5
Los Angeles Rams,2016,83679,5
Denver Broncos,2016,76802,5
Miami Dolphins,2016,64425,5
New Orleans Saints,2016,73138,6
New York Giants,2016,78487,6
New York Jets,2016,64709,6
Oakland Raiders,2016,54211,6
Philadelphia Eagles,2016,78934,6
Tampa Bay Buccaneers,2016,Bye,6
San Diego Chargers,2016,58904,6
Seattle Seahawks,2016,69071,6
Tennessee Titans,2016,60897,6
New England Patriots,2016,66829,6
Washington Redskins,2016,78934,6
Pittsburgh Steelers,2016,65351,6
Minnesota Vikings,2016,Bye,6
San Francisco 49ers,2016,70003,6
Buffalo Bills,2016,70003,6
Arizona Cardinals,2016,64709,6
Atlanta Falcons,2016,69071,6
Baltimore Ravens,2016,78487,6
Carolina Panthers,2016,73138,6
Chicago Bears,2016,61054,6
Cincinnati Bengals,2016,66829,6
Dallas Cowboys,2016,78481,6
Cleveland Browns,2016,60897,6
Detroit Lions,2016,56018,6
Green Bay Packers,2016,78481,6
Houston Texans,2016,71891,6
Indianapolis Colts,2016,71891,6
Jacksonville Jaguars,2016,61054,6
Kansas City Chiefs,2016,54211,6
Los Angeles Rams,2016,56018,6
Denver Broncos,2016,58904,6
Miami Dolphins,2016,65351,6
New Orleans Saints,2016,76282,7
New York Giants,2016,74121,7
New York Jets,2016,78160,7
Oakland Raiders,2016,62614,7
Philadelphia Eagles,2016,69596,7
Tampa Bay Buccaneers,2016,70178,7
San Diego Chargers,2016,69832,7
Seattle Seahawks,2016,65089,7
Tennessee Titans,2016,65470,7
New England Patriots,2016,66009,7
Washington Redskins,2016,60461,7
Pittsburgh Steelers,2016,66009,7
Minnesota Vikings,2016,69596,7
San Francisco 49ers,2016,70178,7
Buffalo Bills,2016,65658,7
Arizona Cardinals,2016,65089,7
Atlanta Falcons,2016,69832,7
Baltimore Ravens,2016,78160,7
Carolina Panthers,2016,Bye,7
Chicago Bears,2016,78217,7
Cincinnati Bengals,2016,65047,7
Dallas Cowboys,2016,Bye,7
Cleveland Browns,2016,65047,7
Detroit Lions,2016,60461,7
Green Bay Packers,2016,78217,7
Houston Texans,2016,76865,7
Indianapolis Colts,2016,65470,7
Jacksonville Jaguars,2016,62614,7
Kansas City Chiefs,2016,76282,7
Los Angeles Rams,2016,74121,7
Denver Broncos,2016,76865,7
Miami Dolphins,2016,65658,7
New Orleans Saints,2016,73188,8
New York Giants,2016,Bye,8
New York Jets,2016,67431,8
Oakland Raiders,2016,61068,8
Philadelphia Eagles,2016,93103,8
Tampa Bay Buccaneers,2016,61068,8
San Diego Chargers,2016,76756,8
Seattle Seahawks,2016,73188,8
Tennessee Titans,2016,61619,8
New England Patriots,2016,70442,8
Washington Redskins,2016,84488,8
Pittsburgh Steelers,2016,Bye,8
Minnesota Vikings,2016,60422,8
San Francisco 49ers,2016,Bye,8
Buffalo Bills,2016,70442,8
Arizona Cardinals,2016,74088,8
Atlanta Falcons,2016,70165,8
Baltimore Ravens,2016,Bye,8
Carolina Panthers,2016,74088,8
Chicago Bears,2016,60422,8
Cincinnati Bengals,2016,84488,8
Dallas Cowboys,2016,93103,8
Cleveland Browns,2016,67431,8
Detroit Lions,2016,71882,8
Green Bay Packers,2016,70165,8
Houston Texans,2016,71882,8
Indianapolis Colts,2016,65417,8
Jacksonville Jaguars,2016,61619,8
Kansas City Chiefs,2016,65417,8
Los Angeles Rams,2016,Bye,8
Denver Broncos,2016,76756,8
Miami Dolphins,2016,Bye,8
New Orleans Saints,2016,70178,9
New York Giants,2016,80309,9
New York Jets,2016,65722,9
Oakland Raiders,2016,54957,9
Philadelphia Eagles,2016,80309,9
Tampa Bay Buccaneers,2016,57797,9
San Diego Chargers,2016,52281,9
Seattle Seahawks,2016,69084,9
Tennessee Titans,2016,52281,9
New England Patriots,2016,Bye,9
Washington Redskins,2016,Bye,9
Pittsburgh Steelers,2016,71286,9
Minnesota Vikings,2016,66807,9
San Francisco 49ers,2016,70178,9
Buffalo Bills,2016,69084,9
Arizona Cardinals,2016,Bye,9
Atlanta Falcons,2016,57797,9
Baltimore Ravens,2016,71286,9
Carolina Panthers,2016,86109,9
Chicago Bears,2016,Bye,9
Cincinnati Bengals,2016,Bye,9
Dallas Cowboys,2016,67431,9
Cleveland Browns,2016,67431,9
Detroit Lions,2016,66807,9
Green Bay Packers,2016,78437,9
Houston Texans,2016,Bye,9
Indianapolis Colts,2016,78437,9
Jacksonville Jaguars,2016,73294,9
Kansas City Chiefs,2016,73294,9
Los Angeles Rams,2016,86109,9
Denver Broncos,2016,54957,9
Miami Dolphins,2016,65722,9
Detroit Lions,2017,60957,1
Cincinnati Bengals,2017,55254,1
Denver Broncos,2017,76324,1
Dallas Cowboys,2017,93183,1
Cleveland Browns,2017,67431,1
San Francisco 49ers,2017,70178,1
Carolina Panthers,2017,70178,1
Buffalo Bills,2017,68751,1
Baltimore Ravens,2017,55254,1
Atlanta Falcons,2017,61857,1
Green Bay Packers,2017,78381,1
Arizona Cardinals,2017,60957,1
Chicago Bears,2017,61857,1
Houston Texans,2017,71710,1
New Orleans Saints,2017,66606,1
Jacksonville Jaguars,2017,71710,1
Kansas City Chiefs,2017,65878,1
Los Angeles Chargers,2017,76324,1
Los Angeles Rams,2017,60128,1
Miami Dolphins,2017,Bye,1
Minnesota Vikings,2017,66606,1
New England Patriots,2017,65878,1
New York Giants,2017,93183,1
New York Jets,2017,68751,1
Oakland Raiders,2017,69089,1
Philadelphia Eagles,2017,78685,1
Pittsburgh Steelers,2017,67431,1
Tennessee Titans,2017,69089,1
Indianapolis Colts,2017,60128,1
Washington Redskins,2017,78685,1
Tampa Bay Buccaneers,2017,Bye,1
Seattle Seahawks,2017,78381,1
Detroit Lions,2017,64646,10
Cincinnati Bengals,2017,67432,10
Denver Broncos,2017,76820,10
Dallas Cowboys,2017,73761,10
Cleveland Browns,2017,64646,10
San Francisco 49ers,2017,70133,10
Carolina Panthers,2017,72790,10
Buffalo Bills,2017,67501,10
Baltimore Ravens,2017,Bye,10
Atlanta Falcons,2017,73761,10
Green Bay Packers,2017,61285,10
Arizona Cardinals,2017,64639,10
Chicago Bears,2017,61285,10
Houston Texans,2017,60032,10
New Orleans Saints,2017,67501,10
Jacksonville Jaguars,2017,60835,10
Kansas City Chiefs,2017,Bye,10
Los Angeles Chargers,2017,60835,10
Los Angeles Rams,2017,60032,10
Miami Dolphins,2017,72790,10
Minnesota Vikings,2017,74476,10
New England Patriots,2017,76820,10
New York Giants,2017,70133,10
New York Jets,2017,57911,10
Oakland Raiders,2017,Bye,10
Philadelphia Eagles,2017,Bye,10
Pittsburgh Steelers,2017,66146,10
Tennessee Titans,2017,67432,10
Indianapolis Colts,2017,66146,10
Washington Redskins,2017,74476,10
Tampa Bay Buccaneers,2017,57911,10
Seattle Seahawks,2017,64639,10
Detroit Lions,2017,60635,11
Cincinnati Bengals,2017,75707,11
Denver Broncos,2017,75707,11
Dallas Cowboys,2017,93247,11
Cleveland Browns,2017,57003,11
San Francisco 49ers,2017,Bye,11
Carolina Panthers,2017,Bye,11
Buffalo Bills,2017,25015,11
Baltimore Ravens,2017,77945,11
Atlanta Falcons,2017,69026,11
Green Bay Packers,2017,77945,11
Arizona Cardinals,2017,71680,11
Chicago Bears,2017,60635,11
Houston Texans,2017,71680,11
New Orleans Saints,2017,73138,11
Jacksonville Jaguars,2017,57003,11
Kansas City Chiefs,2017,76363,11
Los Angeles Chargers,2017,25015,11
Los Angeles Rams,2017,66809,11
Miami Dolphins,2017,65089,11
Minnesota Vikings,2017,66809,11
New England Patriots,2017,77357,11
New York Giants,2017,76363,11
New York Jets,2017,Bye,11
Oakland Raiders,2017,77357,11
Philadelphia Eagles,2017,93247,11
Pittsburgh Steelers,2017,60703,11
Tennessee Titans,2017,60703,11
Indianapolis Colts,2017,Bye,11
Washington Redskins,2017,73138,11
Tampa Bay Buccaneers,2017,65089,11
Seattle Seahawks,2017,69026,11
Detroit Lions,2017,66613,12
Cincinnati Bengals,2017,51710,12
Denver Broncos,2017,53930,12
Dallas Cowboys,2017,93012,12
Cleveland Browns,2017,51710,12
San Francisco 49ers,2017,70134,12
Carolina Panthers,2017,77562,12
Buffalo Bills,2017,74929,12
Baltimore Ravens,2017,70357,12
Atlanta Falcons,2017,71036,12
Green Bay Packers,2017,62147,12
Arizona Cardinals,2017,63891,12
Chicago Bears,2017,69596,12
Houston Texans,2017,70357,12
New Orleans Saints,2017,62006,12
Jacksonville Jaguars,2017,63891,12
Kansas City Chiefs,2017,74929,12
Los Angeles Chargers,2017,93012,12
Los Angeles Rams,2017,62006,12
Miami Dolphins,2017,65878,12
Minnesota Vikings,2017,66613,12
New England Patriots,2017,65878,12
New York Giants,2017,73210,12
New York Jets,2017,77562,12
Oakland Raiders,2017,53930,12
Philadelphia Eagles,2017,69596,12
Pittsburgh Steelers,2017,62147,12
Tennessee Titans,2017,62207,12
Indianapolis Colts,2017,62207,12
Washington Redskins,2017,73210,12
Tampa Bay Buccaneers,2017,71036,12
Seattle Seahawks,2017,70134,12
Detroit Lions,2017,70500,13
Cincinnati Bengals,2017,56029,13
Denver Broncos,2017,65092,13
Dallas Cowboys,2017,91712,13
Cleveland Browns,2017,25320,13
San Francisco 49ers,2017,61302,13
Carolina Panthers,2017,73171,13
Buffalo Bills,2017,68499,13
Baltimore Ravens,2017,70500,13
Atlanta Falcons,2017,71185,13
Green Bay Packers,2017,77684,13
Arizona Cardinals,2017,63986,13
Chicago Bears,2017,61302,13
Houston Texans,2017,62758,13
New Orleans Saints,2017,73171,13
Jacksonville Jaguars,2017,61207,13
Kansas City Chiefs,2017,77562,13
Los Angeles Chargers,2017,25320,13
Los Angeles Rams,2017,63986,13
Miami Dolphins,2017,65092,13
Minnesota Vikings,2017,71185,13
New England Patriots,2017,68499,13
New York Giants,2017,54994,13
New York Jets,2017,77562,13
Oakland Raiders,2017,54994,13
Philadelphia Eagles,2017,69075,13
Pittsburgh Steelers,2017,56029,13
Tennessee Titans,2017,62758,13
Indianapolis Colts,2017,61207,13
Washington Redskins,2017,91712,13
Tampa Bay Buccaneers,2017,77684,13
Seattle Seahawks,2017,69075,13
Detroit Lions,2017,60372,14
Cincinnati Bengals,2017,52002,14
Denver Broncos,2017,75518,14
Dallas Cowboys,2017,78125,14
Cleveland Browns,2017,67431,14
San Francisco 49ers,2017,71802,14
Carolina Panthers,2017,73728,14
Buffalo Bills,2017,60222,14
Baltimore Ravens,2017,60069,14
Atlanta Falcons,2017,72866,14
Green Bay Packers,2017,67431,14
Arizona Cardinals,2017,64153,14
Chicago Bears,2017,52002,14
Houston Texans,2017,71802,14
New Orleans Saints,2017,72866,14
Jacksonville Jaguars,2017,64431,14
Kansas City Chiefs,2017,74461,14
Los Angeles Chargers,2017,25393,14
Los Angeles Rams,2017,67752,14
Miami Dolphins,2017,65548,14
Minnesota Vikings,2017,73728,14
New England Patriots,2017,65548,14
New York Giants,2017,78125,14
New York Jets,2017,75518,14
Oakland Raiders,2017,74461,14
Philadelphia Eagles,2017,67752,14
Pittsburgh Steelers,2017,60069,14
Tennessee Titans,2017,64153,14
Indianapolis Colts,2017,60222,14
Washington Redskins,2017,25393,14
Tampa Bay Buccaneers,2017,60372,14
Seattle Seahawks,2017,64431,14
Detroit Lions,2017,65872,15
Cincinnati Bengals,2017,66833,15
Denver Broncos,2017,63411,15
Dallas Cowboys,2017,55372,15
Cleveland Browns,2017,56434,15
San Francisco 49ers,2017,70133,15
Carolina Panthers,2017,74447,15
Buffalo Bills,2017,62202,15
Baltimore Ravens,2017,56434,15
Atlanta Falcons,2017,62382,15
Green Bay Packers,2017,74447,15
Arizona Cardinals,2017,71026,15
Chicago Bears,2017,65872,15
Houston Texans,2017,64701,15
New Orleans Saints,2017,73018,15
Jacksonville Jaguars,2017,64701,15
Kansas City Chiefs,2017,75011,15
Los Angeles Chargers,2017,75011,15
Los Angeles Rams,2017,69077,15
Miami Dolphins,2017,62202,15
Minnesota Vikings,2017,66833,15
New England Patriots,2017,68574,15
New York Giants,2017,76896,15
New York Jets,2017,73018,15
Oakland Raiders,2017,55372,15
Philadelphia Eagles,2017,76896,15
Pittsburgh Steelers,2017,68574,15
Tennessee Titans,2017,70133,15
Indianapolis Colts,2017,63411,15
Washington Redskins,2017,71026,15
Tampa Bay Buccaneers,2017,62382,15
Seattle Seahawks,2017,69077,15
Detroit Lions,2017,47732,16
Cincinnati Bengals,2017,47732,16
Denver Broncos,2017,72889,16
Dallas Cowboys,2017,92150,16
Cleveland Browns,2017,58796,16
San Francisco 49ers,2017,70133,16
Carolina Panthers,2017,71463,16
Buffalo Bills,2017,65878,16
Baltimore Ravens,2017,70590,16
Atlanta Falcons,2017,73188,16
Green Bay Packers,2017,78092,16
Arizona Cardinals,2017,63850,16
Chicago Bears,2017,58796,16
Houston Texans,2017,71842,16
New Orleans Saints,2017,73188,16
Jacksonville Jaguars,2017,70133,16
Kansas City Chiefs,2017,65325,16
Los Angeles Chargers,2017,77562,16
Los Angeles Rams,2017,60097,16
